Pressure (bar),Medium,Leak Size (mm),P1: Mean Frequency,P2: Variance,P3: Skewness,P4: Spectral Kurtosis,P5: Centroid Frequency,P6: Std Dev Centroid Frequency,P7: RMS Frequency,P8: Fourth Moment of Frequency,P9: Flattening Factor,P10: Coefficient of Variation,P11: Skewness of Centroid Frequency,P12: Kurtosis of Centroid Frequency,P13: Square Root Centroid Frequency,P14: RMS Centroid Frequency Deviation,Condition
30,Oil,0.0,0.5338213535231612,0.2926216667398112,0.10414958523134599,3.1655790675599307,145.04987278980457,29.328775970850607,0.5799703592944223,2.1330997528318103,1.5525054688839044,0.05346670767426288,0.26827271201405484,3.3619926843843824,0.7739116045664955,0.5458930973527388,Normal
30,Oil,0.0,0.8122156197012633,0.3016232630275574,0.08961260068091972,3.054729778140125,152.66911149186623,21.461652671906094,0.7443819428146228,2.3549268106858676,1.5073069528421918,0.059404746439382,0.017936632996546353,2.790244943466284,0.874743184860684,0.4376108409017575,Normal
30,Oil,0.0,0.7632411303931635,0.17849293110196834,0.11119911026606032,3.2392221731858277,154.41273289066115,17.8206892441028,0.8163163752154959,2.2020466122039175,1.501849134895205,0.0646210347426327,0.1899529847786735,2.9599132491364823,0.906980208499002,0.480734320156912,Normal
30,Oil,0.0,0.6113517345251248,0.2831065337260523,0.15172033632290705,2.8286553503519456,161.33033374656267,15.239561002387491,0.6848214904964416,2.3176634412969155,1.6280991867735033,0.05377300480179406,0.16959388748213622,3.002799626136467,0.8410635243055788,0.5424801048510512,Normal
30,Oil,0.0,0.6357015485965047,0.21535452023696727,0.137991997508665,3.2921898562629828,148.12862118838962,28.14814420961806,0.6171004989077927,2.087963791960606,1.6747293605123263,0.06610370265433464,0.17895492030179258,3.246930953323513,1.0277664895788425,0.4704214305582085,Normal
30,Oil,0.0,0.6547097381170037,0.2398903673783053,0.11564637593545558,3.529633055596157,148.25416348988028,29.067548180003193,0.8305478807154328,2.204200768326552,1.6681952971294964,0.05689733243406544,0.1962083176244221,3.1479427782529266,0.9096995964992718,0.5297578512718457,Normal
30,Oil,0.0,0.5181779316766527,0.354619363784273,0.09987965237000596,2.8357434161636803,151.58110873500067,28.95831346981468,0.7624119817052155,2.3256691018528564,1.5987753227153085,0.05102745628514168,0.1837902279096863,2.9291353153951554,0.9975119733417751,0.4926471309248931,Normal
30,Oil,0.0,0.5174502803207488,0.23393070791735032,0.12825862908551247,3.0308826341588078,131.77779604433567,26.218436057459563,0.7244966571108722,2.098611364925774,1.5528961694381678,0.06232049937357636,0.10759578292513379,2.637014490249378,0.8281555778747565,0.4893276424144076,Normal
30,Oil,0.0,0.6310907565598004,0.32376781084747763,0.1371531924640404,3.152018441010972,139.8098379209731,19.987353176810956,0.698148686400761,2.1422682722159725,1.632271856033809,0.051727690564476764,0.2059673257120586,3.8130955652010314,0.8891239851543142,0.520085586104947,Normal
30,Oil,0.0,0.6690143991711113,0.22993897640570818,0.12448184963620833,3.2037777202345388,140.9767609854883,21.13495108072267,0.7024510174258942,2.29959965824909,1.7451143607795043,0.06959270826085207,0.2876591228755778,2.89306097484478,0.9872320636720678,0.5091671002869176,Normal
30,Oil,0.0,0.8189802933217672,0.20958508573224244,0.10320556315638447,3.0201822063667936,118.76104275690193,22.371224891596196,0.6240867338446301,2.230078757295242,1.6341755975777161,0.07876170839215886,0.2275211919093025,2.969238537735039,0.8101585328651643,0.5245959585753253,Normal
30,Oil,0.0,0.46797667929793574,0.3415729382927177,0.14358880241442573,3.0592473043685886,122.86865470909123,31.769361870827062,0.6885460154747381,2.4475632623946924,1.4405572341205635,0.05400624977046227,0.18026218498590915,3.218792237505897,0.8549934528520756,0.5311424966173749,Normal
30,Oil,0.0,0.49323795706174056,0.24288102574893533,0.12240591263423797,3.354331650217625,147.1161487808889,19.376789540810655,0.5465885829264377,2.4555353643797018,1.6332314011979592,0.05251513463443446,0.25755759877612616,3.2462698537171435,1.0179297184063827,0.5033759240705055,Normal
30,Oil,0.0,0.8060747924881987,0.33776704212216024,0.11502071703041852,3.491471285286307,146.45375949585147,31.843157787661745,0.6035076539419895,2.337210291999688,1.7058424486849588,0.042412605135768854,0.12083707436671123,2.38430712889596,0.8730593165555443,0.5358771127897981,Normal
30,Oil,0.0,0.7502357052096028,0.2537047390209888,0.15257231091142584,2.785969562535533,122.96617560644845,24.722261505516904,0.7384065448939306,2.1934610503811816,1.3932557899960125,0.059108799604872114,0.11477652497475734,3.4678690195320154,0.9366598246096849,0.4530060106836322,Normal
30,Oil,0.0,0.5486133082663306,0.19703932390555243,0.11874641805453656,3.4865426961503716,130.14273953664457,27.520232577589223,0.6469742381627559,2.0414254335475315,1.5892969640045442,0.04964757677580626,0.1523175347326409,2.7208488429644606,1.0964725132916389,0.5017631775985865,Normal
30,Oil,0.0,0.5300274492007414,0.2606989955367111,0.1177534390061834,3.133709120140033,146.14166700043424,28.787538550236526,0.6469498852389473,2.084836351871064,1.5724948302848356,0.03698078835264415,0.10424044689007238,3.74674970697781,1.0644967713501283,0.4875481980221811,Normal
30,Oil,0.0,0.6576556963055766,0.2655625077271768,0.18157761616910476,3.535872473430373,138.72082408519233,20.22229779699787,0.5393553679742427,2.2406927271734447,1.5243649254715697,0.04577746290402326,0.14767135578787366,2.767380798554242,1.0687141635072566,0.5440819878474725,Normal
30,Oil,0.0,0.5992027358683383,0.3239972069445013,0.12154736615295236,2.941614739601521,155.23124077269657,27.694550218423295,0.5962753845673543,2.1619322643832786,1.5124381746615243,0.04617200269035664,0.22630887737658206,3.9637666561880525,0.7601432426180859,0.5281484618345286,Normal
30,Oil,0.0,0.5349357430878173,0.2256437308117652,0.1081521215152226,2.9408027690960554,140.48521627944828,20.84524941794481,0.7270456825779839,2.189952378110173,1.5761051953133591,0.05092436337958402,0.15116143347158334,3.502156490330303,0.9500917187624381,0.45112223776007243,Normal
30,Oil,0.0,0.6099332305429226,0.2875693561685895,0.08661189437757255,3.3630080577139805,133.37376241054153,27.852993342965796,0.6236740843457482,1.8390235798670964,1.4372457562116838,0.06048084946661382,0.1929861250860741,2.8382733499582367,0.9638592458777374,0.416923996886552,Normal
30,Oil,0.0,0.5933920201352684,0.18944919001187716,0.10696327784395682,3.2142196013949245,131.39586634716048,23.077222278850872,0.800629280921444,2.0846216260953705,1.6835692112065144,0.04870293145342382,0.20649020889576414,3.7766274482631603,0.6528355499872711,0.46015523722647617,Normal
30,Oil,0.0,0.657707212718054,0.23984773069785037,0.12742291746742618,3.018804443985254,140.865897874729,24.221613823039604,0.8167782061659807,2.2508841686602428,1.6337602662075204,0.055881230338775324,0.1556196887963753,3.026976724872152,0.9394452142378297,0.47895077595898683,Normal
30,Oil,0.0,0.6289774856896413,0.35377003993227196,0.13742249406863385,3.102192940349648,152.01213922163944,22.959623134892244,0.4961875464822145,1.9983827378165193,1.4129208078974145,0.05648486515958691,0.18092091895947757,3.8705749249101133,0.9326927373764163,0.4890449735595568,Normal
30,Oil,0.0,0.6829405581183489,0.13944323454960572,0.12471229116217131,3.43125955816609,125.21413754220158,30.718770216034645,0.7338496407494414,2.11694241721984,1.6632781866106285,0.08270692857804396,0.18909331275292476,3.2992882345201346,0.8540639100459756,0.4575077815267604,Normal
30,Oil,0.0,0.6830335816544245,0.20719580870455664,0.12143132474438785,3.0567027659704653,144.78979825746393,26.66831052643474,0.8037539944257899,2.097996720229051,1.573012506470663,0.05021236284217692,0.1577853369961944,3.350920197217941,0.9756988616645352,0.45389173379111875,Normal
30,Oil,0.0,0.686960592010566,0.31778189294024756,0.12826869806447402,3.76303874376742,132.26210800896428,18.776726483442914,0.5221279751095721,2.499208862297837,1.6654365656354058,0.059444153290895446,0.193998431315991,2.7498043810806494,1.1445751979616827,0.5064610590987614,Normal
30,Oil,0.0,0.6109394794604893,0.2862883311949346,0.12962018463473426,3.2671652072837394,132.09525544554688,27.357341785679978,0.8882024496475034,2.4690840092309956,1.7593186626639399,0.05488784323568815,0.13051975898707094,3.1496852319601407,0.9055724912288695,0.5547095759235474,Normal
30,Oil,0.0,0.43075353702851804,0.3264775159730307,0.11683984202842021,3.071935679015774,129.87895624739832,16.725716640671152,0.7823170583961914,2.214663593437681,1.4710039100258947,0.04704921227936384,0.1632107650354936,3.8676086101157576,0.8740408648636395,0.4248428523440947,Normal
30,Oil,0.0,0.5754256935914055,0.23636382151261648,0.06606226714116856,3.1837115400446567,137.69065469791323,28.48103182406709,0.8848956094945345,2.4253130059095516,1.573111130944517,0.04893474091258329,0.308667990162493,3.2236873736057956,0.9013929291912947,0.49879374564449985,Normal
30,Oil,0.0,0.6198084760767855,0.2427819794038029,0.10852675986239527,3.0359423176278826,139.67246729784003,22.282876144331176,0.6287154217322836,2.2212860455383794,1.5745022782579146,0.07503992988582689,0.04745150958034938,3.6366027407689847,1.024608519249763,0.3963304883795925,Normal
30,Oil,0.0,0.5657312405919651,0.23142795670021044,0.09184976610564358,2.9666549937227376,128.8942415453417,33.761352217118116,0.7935678393147461,2.454311018998832,1.6721672064043236,0.048709482287827705,0.1537739866860113,3.3957498244911672,0.7777872191108055,0.5356499215086195,Normal
30,Oil,0.0,0.5759674601841864,0.23125895962252013,0.1342191993640698,3.3332789934458122,136.3903383418092,30.79664901682124,0.5918936672400102,2.323187121388853,1.6593101257968386,0.056904535606860096,0.19630665111210588,2.699554569445879,0.9924027019206901,0.49075489317785054,Normal
30,Oil,0.0,0.5477276979480961,0.3024504612918445,0.10591312618914481,2.7774616110909323,124.43370826476097,28.030049756728197,0.5719570647503717,2.550958836396873,1.3918070592116278,0.07696456368290039,0.1905508733601309,3.1613147552518432,0.8455080913191051,0.5199568057176035,Normal
30,Oil,0.0,0.5962365297575152,0.3051650941008261,0.12228455297324078,3.2450905284385634,136.36387787786146,24.715271881394663,0.7307801768892058,1.857966321468675,1.4651814577894289,0.06743264094022715,0.18854327190639708,3.1264066654589286,0.9018433933065393,0.5173790852680835,Normal
30,Oil,0.0,0.5460240319690638,0.21108476372988436,0.12391690510195363,2.9064881667154907,144.08252755714472,16.4870819788108,0.8029155637325643,2.294519496482609,1.6256029734313877,0.06982690983945514,0.26327372222312884,3.6057480260072525,0.7159125768668355,0.4360211516632149,Normal
30,Oil,0.0,0.537518142230432,0.2513045525105417,0.13035318040938246,2.9822768560539603,141.8676676447708,21.22308533823339,0.6388482197008052,1.9186677806303556,1.5076766753889097,0.04648315394383666,0.13120633735113335,3.621456718643136,0.8050601111168058,0.6316191032418695,Normal
30,Oil,0.0,0.649331790088089,0.2592418061847437,0.10283284439637572,3.4100929638226978,134.24362173762225,25.610049073226808,0.9560084538268794,2.18078802005507,1.7149273326285677,0.05296823574874113,0.1782505754751519,3.908320254254204,0.8373032942212233,0.5906224278998464,Normal
30,Oil,0.0,0.6707751935455475,0.22187666120528662,0.13264815478111042,3.4917663348880192,146.21809962217196,17.148876400547717,0.627286282417513,2.1504962728896992,1.5925566570899954,0.06620672097550678,0.18888505004666267,2.6658622565159598,0.9380197851005964,0.5305292872641911,Normal
30,Oil,0.0,0.655979044793104,0.3040390362777311,0.13667844309097807,3.337754023768531,139.29834288541352,16.69519533242004,0.7429618219132585,2.2415375374326225,1.6271578837195375,0.047232514241796905,0.12594717297958688,3.6212611413331617,0.8960444846143345,0.5340750348686312,Normal
30,Oil,0.0,0.6028318376130462,0.2514878069747873,0.13876567611951995,3.045186581534788,140.96120776940984,22.688623556474788,0.6565503772567683,2.1381655753062723,1.6222133771633713,0.055212513783365225,0.24278780627867602,2.842157079112199,0.8813128355838641,0.47801344708629123,Normal
30,Oil,0.0,0.7446977884353733,0.25982773882557875,0.1406368907893727,2.7543318880889087,142.67050265869258,29.448153978117183,0.7082283989275424,2.4130960750130703,1.5482711549899628,0.07409347440185579,0.29494490618096253,3.0548645758241366,0.8554497478599228,0.572669223855885,Normal
30,Oil,0.0,0.7579572145730712,0.22385699864233657,0.11159626365808285,3.115464617341848,126.55549488965723,20.40674026757901,0.5995859233247931,2.0464404869791744,1.5965315112613219,0.06234214732536521,0.2575250246407038,2.8006583837044836,0.9984322398476584,0.48930055778872455,Normal
30,Oil,0.0,0.5950536290347567,0.2837409746083302,0.09754555956875402,3.314722923855215,141.66452208213056,27.462256320040744,0.7289168643907817,2.691060027982179,1.5362260015748685,0.05469003044998182,0.14884297367876176,2.9778091523358983,0.8362612872693482,0.5594508265553776,Normal
30,Oil,0.0,0.7420504247989854,0.2214626853125262,0.10335288853791542,3.3414246669159215,134.4777695571903,28.164659088777555,0.72029230208513,1.8968511770005538,1.7547505201330063,0.07795877673095522,0.1493605654757807,3.0449193760256064,0.9285865390724906,0.5167228394993513,Normal
30,Oil,0.5,1.265854427267283,0.7005102269383174,0.346461055450119,4.560510826638463,156.20680771985474,41.34534980029041,1.39668730271262,4.058911572703558,2.048238870096383,0.12223787951638898,0.3991788551963624,5.675357309379233,1.8526932425873623,0.873456561353984,Leak
30,Oil,0.5,1.1510560557481777,0.6522080438534535,0.36363782979252623,5.3540121977208095,175.83928185325965,43.203539546064704,1.459065483069231,3.921740716116582,2.1820482181197365,0.12507274031107296,0.45333373447945774,5.66771823617827,1.7382158991037528,0.9324354943794821,Leak
30,Oil,0.5,1.1832881919683145,0.6073356843216661,0.3741301793301671,4.554919298703829,173.686733088729,43.0333059383632,1.4028744822934816,3.95569037252146,2.1191099068019903,0.12046436548156149,0.33200719295100406,5.498501426410888,1.6645484181141077,1.008162736165273,Leak
30,Oil,0.5,1.1692221765047,0.610957516383197,0.3549876736742151,5.273235983929042,169.04704467613047,46.3951076288517,1.4607896509716538,3.737321824631272,2.0553566385449473,0.12194089992898308,0.45368158749298865,4.789393880235576,1.6132969674146878,0.8649939592530413,Leak
30,Oil,0.5,1.3195046628924842,0.5238406547608112,0.33882156305456823,4.913163562519356,185.6552402923434,44.67124869463506,1.3444800473306802,4.076231413888118,1.9551986099583756,0.09801194043379918,0.4220007225026666,4.999178310258956,1.4978767182869288,0.9354178223649677,Leak
30,Oil,0.5,1.2243800713771198,0.5717960684631636,0.3243939120265821,5.061737198484043,176.5020117795866,44.50412068110309,1.5846636996047665,3.48598304673477,1.9474474829075261,0.11308091930118755,0.39772069918222513,5.297335779729077,1.5758763942143672,0.9176027698257149,Leak
30,Oil,0.5,1.0748460575809555,0.6721882302036629,0.3483569764321486,5.135188749476438,173.42725346377705,47.28376609576892,1.4569767280232202,3.789541712003463,2.1642722759867543,0.13329152530132432,0.40982605848507353,5.4836015030354055,1.5910264305712774,0.9720058607724736,Leak
30,Oil,0.5,1.132360769794073,0.6900470216455408,0.3491968409871131,4.370767469364585,171.28104414910788,41.5947417126256,1.4840643548988723,3.569475204139522,2.055381656678522,0.10110459269054468,0.3773846840375462,4.230448269348417,1.4416097176514278,0.9380207328072149,Leak
30,Oil,0.5,1.2785800158650833,0.6212728780892482,0.3306604771374157,4.785686593157406,169.96397460909432,39.20817655403729,1.550339830176715,3.8754724581151345,2.077903582617034,0.1202688583899453,0.41041914039737765,4.383306052630283,1.5752822617479403,0.8659007876001101,Leak
30,Oil,0.5,1.0998379990105085,0.5859449853557023,0.38595373053699045,4.992252858380103,164.28821010217203,47.86291390678079,1.5399355436586002,3.884926736582554,2.1059630369920175,0.11353063222294425,0.4349111656806795,5.3573941541687,1.6895193220027733,0.9317585900840984,Leak
30,Oil,0.5,1.3049552715319335,0.5732382394219716,0.3763478813126865,4.85927988140772,190.75260872625265,41.55406090955216,1.573596380316525,3.7395821566925296,2.0348581996385553,0.11516114165945678,0.38398263459028403,5.369666378560766,1.65228354880355,0.871314999803071,Leak
30,Oil,0.5,1.1975645407739017,0.7071135179305932,0.3845508634020142,4.930897100902209,170.380034781682,45.600156633591304,1.4613517972730417,3.495441486960319,2.0742623462576657,0.1033141592612241,0.41996115613026397,5.458878375881096,1.5516813537700627,0.9786993381645017,Leak
30,Oil,0.5,1.077423433699766,0.526781255989509,0.35448903637119944,5.114129490783646,186.83927691457868,42.7055786856553,1.5078680833431295,3.692298306099859,2.082737270005918,0.12883659937486672,0.432616143920671,4.5694431372063,1.7476540349725898,0.9690045677073726,Leak
30,Oil,0.5,1.137443729849047,0.6197901766718704,0.3598806037256548,4.878202129747172,164.4969484615458,41.641883160309746,1.3974445929008554,3.934545803851873,2.154360015459443,0.11629385667913894,0.4385849355324173,4.0605829517479695,1.7148765700372104,0.813014311061095,Leak
30,Oil,0.5,1.1637559058596867,0.5440165052686928,0.3241063704855819,5.148248036213555,165.3229879868811,46.73251940865358,1.3953079421120815,3.7954081654446243,2.1076821891060256,0.1071700777581143,0.44981334097235703,5.002497366735475,1.4443418101340249,0.8785942419517044,Leak
30,Oil,0.5,1.3500759790634311,0.6425110871056746,0.3430269573118428,4.6952226887044715,166.78364948782618,55.383739917804206,1.4381935452231553,3.7860083294382143,2.2030283454031845,0.12238789159026513,0.3870478927089649,5.121460060366009,1.5928398740585936,0.8981388881745079,Leak
30,Oil,0.5,1.272762954363698,0.6025972942903649,0.36465280154431157,4.7757850259674255,170.7863519031609,35.00899657733946,1.491632767470248,3.7692976951795987,2.1998010109859654,0.0910374462180631,0.5044187352390364,5.14416414873793,1.7108182816737518,0.8480047036437235,Leak
30,Oil,0.5,1.2612773905062569,0.5473292218413172,0.33752462078608386,5.374209406160036,168.09317599236653,46.087164365898616,1.4870067730688754,3.7991363775945213,2.1150418905143575,0.12364961002466225,0.5201707792619138,5.176952481186566,1.6201099046714968,0.9525327198003806,Leak
30,Oil,0.5,1.3105525932957984,0.6593515152780189,0.3627746044405837,4.457098526180855,186.33431532301097,39.26827303490656,1.4302635465239033,3.549144829996129,2.093586165340701,0.1232876241030348,0.4160678607725137,5.368768301694114,1.7613711269058647,0.922676715075699,Leak
30,Oil,0.5,1.175584336470935,0.6482043584144178,0.3737894097784928,4.431717655458902,175.97400069849857,48.50586371155449,1.3702436496640007,3.975141362662324,2.0849944412967476,0.12125576453471541,0.39134640878580657,5.206231619032587,1.4903724913104799,0.8279974558702853,Leak
30,Oil,0.5,1.359450506322497,0.5576519325840836,0.3301721530108738,4.153982965918885,163.610382523105,38.384551032962506,1.5642015160136369,3.901963417868527,2.0311849654822276,0.14252435805344307,0.44908827434957976,5.070067446596552,1.3500594285126428,1.014547128629537,Leak
30,Oil,0.5,1.0610427533236404,0.5177300626521554,0.37045140864019277,5.531925721901782,183.8427281851052,47.8195456002618,1.4594754341665286,3.870683111756062,2.175892858978677,0.12281191423969376,0.40521005519759384,5.1749627488401915,1.5246035411133325,0.8859662461566613,Leak
30,Oil,0.5,1.0307043185804614,0.5950830186602625,0.3302281778569816,4.468923204835269,171.7989415115348,51.960011431723,1.4918316606002313,3.3858998792753647,2.001037186342966,0.12940771187988215,0.35087563032308455,5.11014674000119,1.6550052099024553,0.8515827772568183,Leak
30,Oil,0.5,1.210537550614596,0.5332987252540897,0.3379726471209757,4.895934580242761,154.07006266468332,47.202373689801995,1.3980362201073318,3.8104979908834298,2.1223914134064663,0.13364140429973845,0.4062612251323954,5.028237783549899,1.6122297503032286,0.9271649014518194,Leak
30,Oil,0.5,1.2048860070325704,0.6020295845601941,0.3359601662438649,4.601129724734715,155.97394728200305,53.7478837159347,1.2756136764608714,3.5614189604408186,2.0281592734430802,0.12894924376944442,0.3852525160853986,5.699096829069494,1.5326509375756132,0.9139497081111901,Leak
30,Oil,0.5,1.1164652946740241,0.7072574563886694,0.32624803161940974,4.892946213068108,176.33776880932098,47.06899548725749,1.381471234112229,3.6740358600533147,2.1043811471979113,0.1185299799837151,0.44819395583974553,6.084209200636541,1.5442508214992168,0.8315098510210461,Leak
30,Oil,0.5,1.1911717951648744,0.7289854668827159,0.33392650864060536,5.2917350416332205,186.7770081407644,42.23205879146003,1.4568983079185274,4.025679324625708,2.0620872259012515,0.11796419639897637,0.37091595430256785,4.794097307722853,1.5350722454933994,0.8388029866618872,Leak
30,Oil,0.5,1.2034083468259225,0.5615013384470678,0.35467571823581495,4.333231306138912,173.30880232214457,49.16764480804462,1.2006264357428544,3.7748113139695145,2.2227668992473295,0.10790358981308794,0.48362861934188517,5.367607603746419,1.5294988144241592,0.8972115461171147,Leak
30,Oil,0.5,1.2558326912521722,0.6038002695706206,0.36077511984892735,4.52379792207619,171.6936082403608,37.9314275154751,1.38887739386513,3.5192184717070423,2.0264470057410233,0.13236093175210437,0.45456550602971346,5.443655248362871,1.4907687235327423,0.8841795775152599,Leak
30,Oil,0.5,1.3213097699979184,0.6070858456819952,0.39638659079963384,4.917995351818312,171.9204911649003,43.4544176789875,1.4133540904782282,3.6695060327238913,2.1708108676688593,0.12956702316794583,0.36070052697460253,4.667506818576889,1.4163794626896704,0.9253995663456273,Leak
30,Oil,0.5,1.0896633393826125,0.4923554703523758,0.35777157209061927,5.547899855229837,169.93929088460106,49.19245387225821,1.4081829358547564,3.6802220693617715,2.191907648298777,0.11709725455811348,0.41336961570359515,5.328679122478405,1.5331909546356952,0.9496021174768262,Leak
30,Oil,0.5,1.1825040243304592,0.5622127420253578,0.36073019687140806,4.530459605462688,170.28181157369127,44.954405016778985,1.5085895565831577,3.794939646575991,2.097497304125486,0.12817766299200287,0.4695103774508657,5.423124122540745,1.6010352619843382,0.8344081883824921,Leak
30,Oil,0.5,1.0934886336924627,0.5847387647822666,0.33780975595681434,4.743908609104366,170.56649924897107,47.64846377178365,1.3929501221940908,3.7973003287652407,2.106447441481012,0.10024533433646128,0.3530332303090623,5.142364977711354,1.4790305257158893,0.9299964364998102,Leak
30,Oil,0.5,1.3530750832343696,0.6609380925848658,0.3457311425813958,5.247217841054986,171.48667457202112,43.31457014440981,1.3386597336459058,3.6395060627023743,2.0611823181458773,0.12170416222375487,0.4080286990524932,5.201218408061366,1.6436938169746351,0.9595323137393171,Leak
30,Oil,0.5,1.2949554135441323,0.5257551015775048,0.2989215773019609,5.080295973371782,156.33121301584578,43.87617299053658,1.2829886973940638,3.3396039124839962,2.154146272820479,0.12759155160302646,0.37117447996366404,4.163583083142036,1.545375555174752,0.9195902002701274,Leak
30,Oil,0.5,1.0521088431225871,0.6091679959889578,0.3496938030165401,4.9737874498803265,171.19580368414154,40.134655295592225,1.519657150166449,3.668294085394606,2.0972695460490067,0.11066732040926804,0.3778358874404245,4.84607891438924,1.5827053940076579,0.9855854240071172,Leak
30,Oil,0.5,1.0628098857068644,0.5193219301061629,0.37942340654987217,4.73720289685444,163.30927261340082,50.199523436980385,1.3394384460263136,4.065201942709387,2.167792587133927,0.11512088591854297,0.5078654106632752,4.957714030798665,1.6742095372009307,0.9149646290203246,Leak
30,Oil,0.5,1.3301741289398799,0.6780755598363426,0.3506400829813153,4.573974638896145,174.59972142939117,41.61142315123947,1.6013387247526623,3.7273070662165475,2.0634678448687893,0.12184680305864908,0.3326436855235152,4.81135438459574,1.7200413907944427,0.8671552860514302,Leak
